,Variable,Feature,Value,Coefficient,N,N.not.0,P.value,Q.value,Measure,is_filtered
264,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,time,0.002975191,646,70,3.32E-13,5.77E-12,tax,unfiltered
265,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365,time,0.002975191,646,70,3.32E-13,5.77E-12,tax,unfiltered
266,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,time,0.004746982,646,295,4.52E-13,7.80E-12,tax,unfiltered
267,time,k__Eukaryota,time,0.001736919,646,70,6.30E-13,1.06E-11,tax,unfiltered
268,time,k__Eukaryota|p__Ascomycota,time,0.001736919,646,70,6.30E-13,1.06E-11,tax,unfiltered
269,time,k__Eukaryota|p__Ascomycota|c__Saccharomycetes,time,0.001736919,646,70,6.30E-13,1.06E-11,tax,unfiltered
270,time,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales,time,0.001736919,646,70,6.30E-13,1.06E-11,tax,unfiltered
271,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,time,-0.005309354,646,309,1.84E-12,3.08E-11,tax,unfiltered
272,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,time,-0.005309354,646,309,1.84E-12,3.08E-11,tax,unfiltered
273,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,time,0.003285165,646,226,2.12E-12,3.52E-11,tax,unfiltered
274,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,time,0.004569854,646,107,1.07E-11,1.76E-10,tax,unfiltered
275,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,time,0.004021926,646,67,1.08E-11,1.77E-10,tax,unfiltered
276,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575,time,0.004021926,646,67,1.08E-11,1.77E-10,tax,unfiltered
277,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,time,0.006876719,646,247,1.31E-11,2.13E-10,tax,unfiltered
278,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified,time,0.006876719,646,247,1.31E-11,2.13E-10,tax,unfiltered
279,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lugdunensis,time,-0.004056611,646,75,1.83E-11,2.93E-10,tax,unfiltered
280,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lugdunensis|t__Staphylococcus_lugdunensis_unclassified,time,-0.004056611,646,75,1.83E-11,2.93E-10,tax,unfiltered
281,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,time,0.003888605,646,65,2.17E-11,3.45E-10,tax,unfiltered
282,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,time,-0.003941644,646,147,2.84E-11,4.50E-10,tax,unfiltered
283,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,time,0.006663676,646,118,3.06E-11,4.81E-10,tax,unfiltered
284,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified,time,0.006663676,646,118,3.06E-11,4.81E-10,tax,unfiltered
285,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis,time,0.006548212,646,119,4.11E-11,6.33E-10,tax,unfiltered
286,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__Bifidobacterium_animalis_unclassified,time,0.006548212,646,119,4.11E-11,6.33E-10,tax,unfiltered
287,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,time,0.004596878,646,77,4.34E-11,6.62E-10,tax,unfiltered
288,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|t__GCF_000218405,time,0.004596878,646,77,4.34E-11,6.62E-10,tax,unfiltered
289,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,time,0.003777523,646,110,5.90E-11,8.95E-10,tax,unfiltered
290,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA,time,0.002135746,646,115,1.52E-10,2.28E-09,tax,unfiltered
291,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155,time,0.002135746,646,115,1.52E-10,2.28E-09,tax,unfiltered
292,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,time,0.004017728,646,93,2.04E-10,3.05E-09,tax,unfiltered
293,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,time,0.004049496,646,93,2.13E-10,3.17E-09,tax,unfiltered
294,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella,time,0.004033184,646,127,3.52E-10,5.19E-09,tax,unfiltered
295,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis,time,0.004033184,646,127,3.52E-10,5.19E-09,tax,unfiltered
296,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified,time,0.004037079,646,93,3.54E-10,5.20E-09,tax,unfiltered
297,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,time,0.004119024,646,104,1.25E-09,1.81E-08,tax,unfiltered
298,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified,time,0.004119024,646,104,1.25E-09,1.81E-08,tax,unfiltered
299,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,time,0.005979733,646,130,1.30E-09,1.88E-08,tax,unfiltered
300,time,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified,time,0.003761495,646,126,2.03E-09,2.92E-08,tax,unfiltered
301,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,time,-0.002568279,646,96,2.18E-09,3.13E-08,tax,unfiltered
302,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,time,0.003062227,646,93,4.67E-09,6.64E-08,tax,unfiltered
303,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,time,0.003062227,646,93,4.67E-09,6.64E-08,tax,unfiltered
304,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified,time,-0.003737554,646,99,8.25E-09,1.17E-07,tax,unfiltered
305,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans,time,0.001031114,646,67,9.25E-09,1.30E-07,tax,unfiltered
306,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__GCF_000162475,time,0.001031114,646,67,9.25E-09,1.30E-07,tax,unfiltered
307,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,time,0.005148248,646,137,1.34E-08,1.86E-07,tax,unfiltered
308,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified,time,0.005148248,646,137,1.34E-08,1.86E-07,tax,unfiltered
309,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified,time,0.007418267,646,235,1.46E-08,2.02E-07,tax,unfiltered
310,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,time,0.007395199,646,235,1.55E-08,2.13E-07,tax,unfiltered
311,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,time,-0.003579508,646,99,2.24E-08,3.07E-07,tax,unfiltered
312,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified,time,0.006018384,646,193,2.43E-08,3.32E-07,tax,unfiltered
313,time,k__Bacteria|p__Firmicutes|c__Negativicutes,time,0.007777827,646,479,2.65E-08,3.59E-07,tax,unfiltered
314,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,time,0.007777827,646,479,2.65E-08,3.59E-07,tax,unfiltered
315,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum,time,0.002658128,646,137,2.97E-08,3.98E-07,tax,unfiltered
316,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum|t__GCF_000371425,time,0.002658128,646,137,2.97E-08,3.98E-07,tax,unfiltered
317,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,time,0.005882685,646,193,4.89E-08,6.54E-07,tax,unfiltered
318,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,time,0.007515796,646,557,7.07E-08,9.36E-07,tax,unfiltered
319,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__Streptococcus_salivarius_unclassified,time,0.007515796,646,557,7.07E-08,9.36E-07,tax,unfiltered
320,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,time,0.007405581,646,477,7.28E-08,9.61E-07,tax,unfiltered
321,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,time,0.001369588,646,120,8.05E-08,1.05E-06,tax,unfiltered
322,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified,time,0.001369588,646,120,8.05E-08,1.05E-06,tax,unfiltered
323,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,time,0.003583881,646,116,3.03E-07,3.93E-06,tax,unfiltered
324,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305,time,0.003583881,646,116,3.03E-07,3.93E-06,tax,unfiltered
325,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,time,-0.002459299,646,110,3.09E-07,4.00E-06,tax,unfiltered
326,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,time,0.003610415,646,124,3.43E-07,4.40E-06,tax,unfiltered
327,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455,time,0.003610415,646,124,3.43E-07,4.40E-06,tax,unfiltered
328,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,time,-0.002285575,646,330,7.90E-07,1.01E-05,tax,unfiltered
329,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,time,0.005671758,646,524,1.41E-06,1.78E-05,tax,unfiltered
330,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__Streptococcus_parasanguinis_unclassified,time,0.005671758,646,524,1.41E-06,1.78E-05,tax,unfiltered
331,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,time,-0.002210235,646,330,1.52E-06,1.91E-05,tax,unfiltered
332,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,time,0.000643338,646,531,1.52E-06,1.91E-05,tax,unfiltered
333,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,time,-0.002107155,646,325,2.23E-06,2.77E-05,tax,unfiltered
334,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified,time,-0.002107155,646,325,2.23E-06,2.77E-05,tax,unfiltered
335,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,time,0.00097734,646,597,2.34E-06,2.90E-05,tax,unfiltered
336,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,time,0.001278509,646,602,3.02E-06,3.72E-05,tax,unfiltered
337,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,time,0.001278509,646,602,3.02E-06,3.72E-05,tax,unfiltered
338,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,time,0.000618218,646,533,3.44E-06,4.22E-05,tax,unfiltered
339,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,time,0.006225448,646,331,3.58E-06,4.38E-05,tax,unfiltered
340,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,time,0.006206577,646,331,3.77E-06,4.59E-05,tax,unfiltered
341,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,time,0.004452548,646,172,5.14E-06,6.21E-05,tax,unfiltered
342,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified,time,0.004452548,646,172,5.14E-06,6.21E-05,tax,unfiltered
343,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus,time,0.005624628,646,221,6.56E-06,7.83E-05,tax,unfiltered
344,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus|t__Lactobacillus_rhamnosus_unclassified,time,0.005624628,646,221,6.56E-06,7.83E-05,tax,unfiltered
345,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA,time,0.001900978,646,84,7.85E-06,9.27E-05,tax,unfiltered
346,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445,time,0.001900978,646,84,7.85E-06,9.27E-05,tax,unfiltered
347,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,time,-0.00534621,646,611,9.89E-06,0.000116351,tax,unfiltered
348,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,time,0.00280042,646,95,1.01E-05,0.00011783,tax,unfiltered
349,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified,time,0.00280042,646,95,1.01E-05,0.00011783,tax,unfiltered
350,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,time,0.00267951,646,66,2.99E-05,0.000345396,tax,unfiltered
351,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245,time,0.00267951,646,66,2.99E-05,0.000345396,tax,unfiltered
352,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname,time,0.001997942,646,115,3.63E-05,0.000414484,tax,unfiltered
353,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,time,0.001997942,646,115,3.63E-05,0.000414484,tax,unfiltered
354,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435,time,0.001997942,646,115,3.63E-05,0.000414484,tax,unfiltered
355,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans,time,-0.001146189,646,208,3.77E-05,0.000427292,tax,unfiltered
356,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified,time,-0.001146189,646,208,3.77E-05,0.000427292,tax,unfiltered
357,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,time,-0.005063402,646,597,3.90E-05,0.000439467,tax,unfiltered
358,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,time,-0.005063402,646,597,3.90E-05,0.000439467,tax,unfiltered
359,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,time,-0.003064747,646,164,8.29E-05,0.000922829,tax,unfiltered
360,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,time,-0.003039163,646,164,9.52E-05,0.001056458,tax,unfiltered
361,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae|t__GCF_000233455,time,0.001467925,646,70,9.84E-05,0.00108775,tax,unfiltered
362,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae,time,0.001460479,646,70,0.00010556,0.001163381,tax,unfiltered
363,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,time,0.001262219,646,225,0.000139005,0.001526625,tax,unfiltered
364,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified,time,0.001262399,646,225,0.000140241,0.001534828,tax,unfiltered
365,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,time,-0.003384954,646,518,0.000152982,0.001668459,tax,unfiltered
366,time,k__Bacteria|p__Proteobacteria,time,-0.004361022,646,621,0.000194361,0.002112419,tax,unfiltered
367,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified,time,0.002017644,646,93,0.000298797,0.003225161,tax,unfiltered
368,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,time,0.002197406,646,97,0.000447915,0.004785373,tax,unfiltered
369,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,time,-0.004071742,646,425,0.000479361,0.005069609,tax,unfiltered
370,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,time,0.003746447,646,639,0.000777545,0.008140896,tax,unfiltered
371,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,time,0.003719213,646,639,0.000822186,0.008579693,tax,unfiltered
372,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,time,-0.004423041,646,524,0.001056746,0.010954582,tax,unfiltered
373,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,time,-0.004423041,646,524,0.001056746,0.010954582,tax,unfiltered
374,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,time,0.000679302,646,391,0.00120434,0.012402727,tax,unfiltered
375,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified,time,0.000679302,646,391,0.00120434,0.012402727,tax,unfiltered
376,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,time,0.001452398,646,314,0.001449153,0.014683187,tax,unfiltered
